"id","page","route","section","legal","en","tr"
"availworkers.204","Available Workers","/available-workers","Aday kartları ve filtreler","","Bangladesh","Bangladeş"
"availworkers.205","Available Workers","/available-workers","Aday kartları ve filtreler","","Knitting lines","Örme hatları"
"availworkers.206","Available Workers","/available-workers","Aday kartları ve filtreler","","Team leader","Ekip lideri"
"availworkers.207","Available Workers","/available-workers","Aday kartları ve filtreler","","Available now","Şimdi müsait"
"availworkers.208","Available Workers","/available-workers","Aday kartları ve filtreler","","Within 30 days","30 gün içinde"
"availworkers.209","Available Workers","/available-workers","Aday kartları ve filtreler","","Next season","Gelecek sezon"
"availworkers.210","Available Workers","/available-workers","SSS","","How current is this list?","Bu liste ne kadar güncel?"
"availworkers.211","Available Workers","/available-workers","SSS","","The profiles here are a live sample of our portal, refreshed weekly. Our full pool holds 200+ verified CVs, so if you cannot see the profession you need, ask — matching profiles usually reach you the same day.","Buradaki profiller portalımızın canlı bir örneğidir ve haftalık olarak yenilenir. Tam havuzumuzda 200+ doğrulanmış CV var; aradığınız mesleği göremiyorsanız sorun — eşleşen profiller genellikle aynı gün size ulaşır."
"availworkers.212","Available Workers","/available-workers","SSS","","Why are names and photos hidden?","İsimler ve fotoğraflar neden gizli?"
"availworkers.213","Available Workers","/available-workers","SSS","yes","Candidate data is protected under KVKK, so public profiles are anonymised. Once you request a profile, we share the full CV, documents, photo and the recorded video interview with you directly.","Aday verileri KVKK kapsamında korunur, bu yüzden herkese açık profiller anonimleştirilir. Bir profil talep ettiğinizde tam CV’yi, belgeleri, fotoğrafı ve kayıtlı video mülakatı doğrudan sizinle paylaşırız."
"availworkers.214","Available Workers","/available-workers","SSS","","Can I interview the candidate before deciding?","Karar vermeden önce adayla mülakat yapabilir miyim?"
"availworkers.215","Available Workers","/available-workers","SSS","","Yes, and we recommend it. After you request a profile you get the recorded interview first, then we arrange a live video call with the candidate. Nothing is signed until you approve the person.","Evet ve öneriyoruz. Bir profil talep ettikten sonra önce kayıtlı mülakatı alırsınız, ardından adayla canlı görüntülü görüşme ayarlarız. Kişiyi onaylamadan hiçbir şey imzalanmaz."
"availworkers.216","Available Workers","/available-workers","SSS","","Is a candidate reserved once I request them?","Bir adayı talep ettiğimde rezerve edilir mi?"
"availworkers.217","Available Workers","/available-workers","SSS","","We hold a profile for you while your decision is pending, and tell you honestly if another employer is also in process for the same person. If someone is taken, we send equivalent profiles from the pool.","Kararınız beklerken profili sizin için tutuyoruz ve aynı kişi için başka bir işverenin de süreçte olup olmadığını dürüstçe söylüyoruz. Biri alınmışsa havuzdan eşdeğer profiller gönderiyoruz."
"availworkers.218","Available Workers","/available-workers","SSS","","Who files the work permit for these candidates?","Bu adaylar için çalışma iznini kim sunar?"
"availworkers.219","Available Workers","/available-workers","SSS","","How fast can a candidate from this page start?","Bu sayfadaki bir aday ne kadar hızlı başlayabilir?"
"availworkers.220","Available Workers","/available-workers","SSS","","Because these profiles are already skill-tested and permit-ready, the file goes to the Ministry within days of your approval. Workers already in Turkey typically start in 4–6 weeks; candidates abroad in about 8–10 weeks.","Bu profiller zaten beceri testinden geçmiş ve izne hazır olduğu için dosya, onayınızdan günler sonra Bakanlığa gider. Türkiye’de bulunan işçiler genellikle 4–6 haftada, yurt dışındaki adaylar yaklaşık 8–10 haftada başlar."
"availworkers.221","Available Workers","/available-workers","SSS","","What if the worker leaves or does not perform?","İşçi ayrılırsa veya beklentiyi karşılamazsa ne olur?"
"availworkers.222","Available Workers","/available-workers","SSS","","Do I pay anything to see the profiles?","Profilleri görmek için bir ödeme yapıyor muyum?"
"availworkers.223","Available Workers","/available-workers","SSS","","No. Browsing, requesting CVs and interviewing candidates costs nothing, and there is no upfront fee. Commercial terms are agreed in writing before any placement.","Hayır. Göz atmak, CV talep etmek ve adaylarla mülakat yapmak ücretsizdir ve peşin ücret yoktur. Ticari koşullar herhangi bir yerleştirmeden önce yazılı olarak kararlaştırılır."
"availworkers.224","Available Workers","/available-workers","Aday kartları ve filtreler","","Hello JobsAdmire, I want to hire workers.","Merhaba JobsAdmire, işçi talebinde bulunmak istiyorum."
"availworkers.225","Available Workers","/available-workers","Aday kartları ve filtreler","","Updated weekly","Haftalık güncellenir"
"availworkers.226","Available Workers","/available-workers","Aday kartları ve filtreler","","Showing","Gösteriliyor"
"availworkers.227","Available Workers","/available-workers","Aday kartları ve filtreler","","Soonest available","En erken müsait"
"availworkers.228","Available Workers","/available-workers","Aday kartları ve filtreler","","Most experience","En fazla deneyim"
"availworkers.229","Available Workers","/available-workers","Aday kartları ve filtreler","","Recently added","Yeni eklenen"
"availworkers.230","Available Workers","/available-workers","Aday kartları ve filtreler","","Profession A–Z","Meslek A–Z"
"availworkers.231","Available Workers","/available-workers","Aday kartları ve filtreler","","more)","daha)"
"availworkers.232","Available Workers","/available-workers","Aday kartları ve filtreler","","profile attached","profil eklendi"
"availworkers.233","Available Workers","/available-workers","Aday kartları ve filtreler","","profiles attached","profil eklendi"
"availworkers.234","Available Workers","/available-workers","Aday kartları ve filtreler","","Hide ▲","Gizle ▲"
"availworkers.235","Available Workers","/available-workers","Aday kartları ve filtreler","","Show ▼","Göster ▼"
"availworkers.236","Available Workers","/available-workers","Aday kartları ve filtreler","","All professions","Tüm meslekler"
"availworkers.237","Available Workers","/available-workers","Aday kartları ve filtreler","","All countries","Tüm ülkeler"
"availworkers.238","Available Workers","/available-workers","Aday kartları ve filtreler","","All industries","Tüm sektörler"
"availworkers.239","Available Workers","/available-workers","Aday kartları ve filtreler","","Any experience","Her deneyim"
"availworkers.240","Available Workers","/available-workers","Aday kartları ve filtreler","","0–3 years","0–3 yıl"
"availworkers.241","Available Workers","/available-workers","Aday kartları ve filtreler","","4–7 years","4–7 yıl"
"availworkers.242","Available Workers","/available-workers","Aday kartları ve filtreler","","8+ years","8+ yıl"
"availworkers.243","Available Workers","/available-workers","Aday kartları ve filtreler","","Any language","Her dil"
"availworkers.244","Available Workers","/available-workers","Aday kartları ve filtreler","","Speaks Turkish","Türkçe konuşuyor"
"availworkers.245","Available Workers","/available-workers","Aday kartları ve filtreler","","Good English","İyi İngilizce"
"availworkers.246","Available Workers","/available-workers","Aday kartları ve filtreler","","Any time","Her zaman"
"availworkers.247","Available Workers","/available-workers","Aday kartları ve filtreler","","New","Yeni"
"availworkers.248","Available Workers","/available-workers","Aday kartları ve filtreler","","yrs experience","yıl deneyim"
"availworkers.249","Available Workers","/available-workers","Aday kartları ve filtreler","","Added to request","Talebe eklendi"
"availworkers.250","Available Workers","/available-workers","Aday kartları ve filtreler","","Add to request","Talebe ekle"
"success.001","Success Stories","/success-stories","Menü ve genel etiketler","yes","İŞKUR Licensed · Permit No. 1730","İŞKUR Lisanslı · İzin No. 1730"
"success.002","Success Stories","/success-stories","Menü ve genel etiketler","yes","İŞKUR · 1730","İŞKUR · 1730"
"success.003","Success Stories","/success-stories","Menü ve genel etiketler","","info@jobsadmire.com","info@jobsadmire.com"
"success.004","Success Stories","/success-stories","Menü ve genel etiketler","","Blog","Blog"
"success.005","Success Stories","/success-stories","Menü ve genel etiketler","","Join Our Team","Ekibimize Katılın"
"success.006","Success Stories","/success-stories","Menü ve genel etiketler","","Verify a Representative","Temsilci Doğrulama"
"success.007","Success Stories","/success-stories","Menü ve genel etiketler","","CRM Login","CRM Girişi"
"success.008","Success Stories","/success-stories","Menü ve genel etiketler","","About Us","Hakkımızda"
"success.009","Success Stories","/success-stories","Menü ve genel etiketler","","Hire Workers","İşçi Talebi"
"success.010","Success Stories","/success-stories","Menü ve genel etiketler","","Candidates","Adaylar"
"success.011","Success Stories","/success-stories","Menü ve genel etiketler","","Work Permits","Çalışma İzinleri"
"success.012","Success Stories","/success-stories","Menü ve genel etiketler","","Cost Calculator","Maliyet Hesaplama"
"success.013","Success Stories","/success-stories","Menü ve genel etiketler","","Success Stories","Başarı Hikâyeleri"
"success.014","Success Stories","/success-stories","Menü ve genel etiketler","","Contact Us","İletişim"
"success.015","Success Stories","/success-stories","Menü ve genel etiketler","","Partner With Us","İş Ortağı Olun"
"success.016","Success Stories","/success-stories","Menü ve genel etiketler","","Request","Talep"
"success.017","Success Stories","/success-stories","Menü ve genel etiketler","","Workers","Oluştur"
"success.018","Success Stories","/success-stories","Menü ve genel etiketler","","Language","Dil"
"success.019","Success Stories","/success-stories","Menü ve genel etiketler","","Blog & Guides","Blog ve Rehberler"
"success.020","Success Stories","/success-stories","Menü ve genel etiketler","","CRM Login →","CRM Girişi →"
"success.021","Success Stories","/success-stories","Menü ve genel etiketler","","Menu","Menü"
"success.022","Success Stories","/success-stories","Üst bölüm (Hero)","","Home","Ana Sayfa"
"success.023","Success Stories","/success-stories","Üst bölüm (Hero)","","Approved.","Onaylandı."
"success.024","Success Stories","/success-stories","Üst bölüm (Hero)","","Not just promised.","Sadece vaat edilmedi."
"success.025","Success Stories","/success-stories","Üst bölüm (Hero)","","Below are the actual work permit approvals we obtained for employers in Turkey — the sector, the headcount and the month. Personal details are removed; the approvals are not.","Aşağıda, Türkiye’deki işverenler için aldığımız gerçek çalışma izni onayları var — sektör, kişi sayısı ve ay. Kişisel bilgiler çıkarıldı; onaylar çıkarılmadı."
"success.026","Success Stories","/success-stories","Üst bölüm (Hero)","","Discuss your case","Durumunuzu görüşün"
"success.027","Success Stories","/success-stories","Üst bölüm (Hero)","","Estimate your cost","Maliyetinizi hesaplayın"
"success.028","Success Stories","/success-stories","Üst bölüm (Hero)","","Workers placed with Turkish employers","Türk işverenlere yerleştirilen işçi"
"success.029","Success Stories","/success-stories","Üst bölüm (Hero)","","Employers served since 2019","2019’dan bu yana hizmet verilen işveren"
"success.030","Success Stories","/success-stories","Üst bölüm (Hero)","","days","gün"
"success.031","Success Stories","/success-stories","Üst bölüm (Hero)","","Average job order to first shift","Ortalama iş emrinden ilk vardiyaya"
"success.032","Success Stories","/success-stories","Üst bölüm (Hero)","","Still employed after 12 months","12 ay sonra hâlâ çalışıyor"
"success.033","Success Stories","/success-stories","Üst bölüm (Hero)","","Still to replace:","Hâlâ değiştirilecek:"
"success.034","Success Stories","/success-stories","Üst bölüm (Hero)","","the four figures above and the three employer quotes further down are placeholders. The approvals below come from the CRM feed — add real testimonials only with written permission.","yukarıdaki dört sayı ve aşağıdaki üç işveren yorumu yer tutucudur. Aşağıdaki onaylar CRM akışından gelir — gerçek referansları yalnızca yazılı izinle ekleyin."
"success.035","Success Stories","/success-stories","İzin onayları","","Permit approvals","İzin onayları"
"success.036","Success Stories","/success-stories","İzin onayları","","Every approval, by sector","Sektöre göre her onay"
"success.037","Success Stories","/success-stories","İzin onayları","yes","Ministry of Labour work permit approvals issued for our client employers. Names, passport numbers and ID numbers are blacked out — the stamp, the date and the decision are not.","Müşteri işverenlerimiz için Çalışma Bakanlığı tarafından verilen çalışma izni onayları. İsimler, pasaport ve kimlik numaraları karartıldı — kaşe, tarih ve karar karartılmadı."
"success.038","Success Stories","/success-stories","İzin onayları","","How permits work","İzinler nasıl işler"
"success.039","Success Stories","/success-stories","İzin onayları","","Swipe →","Kaydırın →"
"success.040","Success Stories","/success-stories","İzin onayları","","Approved","Onaylandı"
"success.041","Success Stories","/success-stories","İzin onayları","","work permits","çalışma izni"
"success.042","Success Stories","/success-stories","İzin onayları","","Names watermarked & blacked out automatically","İsimler otomatik olarak filigranlanır ve karartılır"
"success.043","Success Stories","/success-stories","İzin onayları","","No approval published in that sector yet","Bu sektörde henüz yayınlanmış onay yok"
"success.044","Success Stories","/success-stories","İzin onayları","","We have probably done it — the document just is not uploaded. Ask us and we will show you one.","Muhtemelen yaptık — belge sadece yüklenmemiş. Bize sorun, size bir tanesini gösterelim."
"success.045","Success Stories","/success-stories","İzin onayları","","Show all sectors","Tüm sektörleri göster"
"success.046","Success Stories","/success-stories","Saklamadığımız sayılar","","Numbers we do not hide","Sakladığımız sayılar değil"
"success.047","Success Stories","/success-stories","Saklamadığımız sayılar","","Nobody places 100% of people on time","Kimse insanların %100’ünü zamanında yerleştiremez"
"success.048","Success Stories","/success-stories","Saklamadığımız sayılar","","Any agency showing you only wins is hiding the file that went wrong. These are ours, from the same CRM the good numbers come from.","Size yalnızca başarıları gösteren her ajans, ters giden dosyayı saklıyordur. Bunlar bizimkiler — iyi sayıların geldiği aynı CRM’den."
"success.049","Success Stories","/success-stories","Saklamadığımız sayılar","","Permits rejected first time","İlk seferde reddedilen izinler"
"success.050","Success Stories","/success-stories","Saklamadığımız sayılar","","Almost always a missing or expired document on the employer side. All were re-filed and approved.","Neredeyse her zaman işveren tarafında eksik veya süresi geçmiş bir belge. Tümü yeniden sunuldu ve onaylandı."
"success.051","Success Stories","/success-stories","Saklamadığımız sayılar","","+19 days","+19 gün"
"success.052","Success Stories","/success-stories","Saklamadığımız sayılar","","Average delay when files were incomplete","Dosyalar eksik olduğunda ortalama gecikme"
"success.053","Success Stories","/success-stories","Saklamadığımız sayılar","","This is why we check quota and SGK records before we take the order, not after.","Bu yüzden kotayı ve SGK kayıtlarını iş emrini almadan önce kontrol ediyoruz, sonra değil."
"success.054","Success Stories","/success-stories","Saklamadığımız sayılar","","Replaced in the first 3 months","İlk 3 ayda değiştirilenler"
"success.055","Success Stories","/success-stories","Saklamadığımız sayılar","","Replacement is free inside the guarantee period. Most cases are housing or shift expectations, not skill.","Garanti süresi içinde değişim ücretsizdir. Vakaların çoğu konaklama veya vardiya beklentisiyle ilgilidir, beceriyle değil."
"success.056","Success Stories","/success-stories","Saklamadığımız sayılar","","Job orders we declined","Reddettiğimiz iş emirleri"
"success.057","Success Stories","/success-stories","Saklamadığımız sayılar","yes","No quota, unpaid SGK, or wages below the legal minimum. We would rather lose the order than the licence.","Kota yok, SGK ödenmemiş veya ücretler yasal asgarinin altında. Lisansımızı kaybetmek yerine iş emrini kaybetmeyi tercih ederiz."
"success.058","Success Stories","/success-stories","İşveren yorumları","","In their words","Kendi sözleriyle"
"success.059","Success Stories","/success-stories","İşveren yorumları","","What employers say when the season is over","Sezon bittiğinde işverenler ne diyor"
"success.060","Success Stories","/success-stories","İşveren yorumları","","“The part that surprised me was the paperwork. We signed, sent our documents once, and never had to chase the permit office ourselves.”","“Beni en çok şaşırtan, evrak sürecinin bu kadar kolay ilerlemesiydi. Belgelerimizi ilettikten sonra tüm süreci onlar takip etti; bizim ayrıca herhangi bir işlemle uğraşmamıza gerek kalmadı.”"
"success.061","Success Stories","/success-stories","İşveren yorumları","","HR Manager","İK Müdürü"
"success.062","Success Stories","/success-stories","İşveren yorumları","","Hotel group · Kemer","Otel grubu · Kemer"
"success.063","Success Stories","/success-stories","İşveren yorumları","","“Two of the welders were not what we needed. They were replaced in three weeks with no argument and no extra invoice.”","“Kaynakçılardan ikisi ihtiyacımız olan kişiler değildi. Üç hafta içinde tartışmasız ve ek fatura olmadan değiştirildiler.”"
"success.064","Success Stories","/success-stories","İşveren yorumları","","Site Chief","Şantiye Şefi"
"success.065","Success Stories","/success-stories","İşveren yorumları","","Contractor · Ankara","Müteahhit · Ankara"
"success.066","Success Stories","/success-stories","İşveren yorumları","","“They told us in the first meeting that our quota only allowed nine people. Another agency had promised us thirty.”","“İlk görüşmede kotamızın yalnızca dokuz kişiye izin verdiğini söylediler. Başka bir ajans bize otuz kişi vaat etmişti.”"
"success.067","Success Stories","/success-stories","İşveren yorumları","","Factory Owner","Fabrika Sahibi"
"success.068","Success Stories","/success-stories","İşveren yorumları","","Plastics · Gaziantep","Plastik · Gaziantep"
"success.069","Success Stories","/success-stories","İşveren yorumları","","Placeholder quotes. Replace with signed testimonials before publishing — we can add company names and logos where you have written permission.","Yer tutucu yorumlar. Yayınlamadan önce imzalı referanslarla değiştirin — yazılı izniniz olan yerlerde şirket adlarını ve logolarını ekleyebiliriz."
"success.070","Success Stories","/success-stories","İşçi tarafı","","The other side","Diğer taraf"
"success.071","Success Stories","/success-stories","İşçi tarafı","","The worker paid nothing to get there","İşçi oraya gitmek için hiçbir şey ödemedi"
"success.072","Success Stories","/success-stories","İşçi tarafı","","A placement is only a success if it worked for both sides. The person taking the job never pays us anything — not for the job, the permit or the visa.","Bir yerleştirme, ancak iki taraf için de işe yaradıysa başarılıdır. İşi alan kişi bize hiçbir şey ödemez — ne iş, ne izin, ne de vize için."
"success.073","Success Stories","/success-stories","İşçi tarafı","","See who is available now →","Şimdi kimlerin müsait olduğunu görün →"
"success.074","Success Stories","/success-stories","İşçi tarafı","","Took a trade test at a partner institute, was hired at the tested rate and not below it. Now trains two new arrivals on the same site.","Partner bir enstitüde meslek sınavına girdi, test edilen ücretle ve altında olmayan bir ücretle işe alındı. Şimdi aynı sahada iki yeni gelen kişiyi eğitiyor."
"success.075","Success Stories","/success-stories","İşçi tarafı","","Paid 0 · 22 months on the job","0 ödedi · 22 aydır işte"
"success.076","Success Stories","/success-stories","İşçi tarafı","","Room attendant · Nepal → Antalya","Kat görevlisi · Nepal → Antalya"
"success.077","Success Stories","/success-stories","İşçi tarafı","","Was asked for a “visa fee” by a local broker before she found us. She reported it, and we placed her with no charge.","Bizi bulmadan önce yerel bir aracı ondan “vize ücreti” istedi. Bunu bildirdi ve onu ücretsiz yerleştirdik."
"success.078","Success Stories","/success-stories","İşçi tarafı","","Paid 0 · second season with the same hotel","0 ödedi · aynı otelde ikinci sezon"
"success.079","Success Stories","/success-stories","Kapanış çağrısı","","Tell us the roles and the date you need them working","Pozisyonları ve çalışmaya başlamalarını istediğiniz tarihi bize söyleyin"
"success.080","Success Stories","/success-stories","Kapanış çağrısı","","We will tell you in the first call whether your quota allows it, what it costs, and the earliest realistic start date. If it cannot be done legally, we will say so.","İlk görüşmede kotanızın buna izin verip vermediğini, maliyetini ve en erken gerçekçi başlangıç tarihini söyleyeceğiz. Yasal olarak yapılamıyorsa, bunu da söyleyeceğiz."
"success.081","Success Stories","/success-stories","Kapanış çağrısı","","Send us the job order","İş emrini bize gönderin"
"success.082","Success Stories","/success-stories","Kapanış çağrısı","","Book a 15-minute call","15 dakikalık görüşme ayarlayın"
"success.083","Success Stories","/success-stories","Kapanış çağrısı","","Or estimate the cost yourself →","Ya da maliyeti kendiniz hesaplayın →"
"success.084","Success Stories","/success-stories","Alt bilgi (Footer)","","Call us","Bizi arayın"
"success.085","Success Stories","/success-stories","Alt bilgi (Footer)","yes","Licensed workforce recruitment for employers in Turkey — overseas sourcing, vetting and work permits, end-to-end.","Türkiye’deki işverenler için lisanslı iş gücü temini — yurt dışı tedarik, inceleme ve çalışma izinleri, uçtan uca."
"success.086","Success Stories","/success-stories","Alt bilgi (Footer)","","For Employers","İşverenler için"
"success.087","Success Stories","/success-stories","Alt bilgi (Footer)","","Available Workers","Mevcut İşçiler"
"success.088","Success Stories","/success-stories","Alt bilgi (Footer)","","Hiring Cost Calculator","İşçi Maliyet Hesaplama"
"success.089","Success Stories","/success-stories","Alt bilgi (Footer)","","Company","Kurumsal"
"success.090","Success Stories","/success-stories","Alt bilgi (Footer)","","Contact","İletişim"
"success.091","Success Stories","/success-stories","Alt bilgi (Footer)","","Telegram · @jobsadmire","Telegram · @jobsadmire"
"success.092","Success Stories","/success-stories","Alt bilgi (Footer)","","Antalya · Head office","Antalya · Merkez ofis"
"success.093","Success Stories","/success-stories","Alt bilgi (Footer)","","Adnan Menderes Blv. No 7/6","Adnan Menderes Blv. No 7/6"
"success.094","Success Stories","/success-stories","Alt bilgi (Footer)","","Muratpaşa, Antalya, Türkiye","Muratpaşa, Antalya, Türkiye"
"success.095","Success Stories","/success-stories","Alt bilgi (Footer)","","Mon–Fri 09:00–18:00","Pzt–Cum 09:00–18:00"
"success.096","Success Stories","/success-stories","Alt bilgi (Footer)","","Get directions","Yol tarifi alın"
"success.097","Success Stories","/success-stories","Alt bilgi (Footer)","","Karachi · Tech office","Karaçi · Teknoloji ofisi"
"success.098","Success Stories","/success-stories","Alt bilgi (Footer)","","Shahrah-e-Faisal","Shahrah-e-Faisal"
"success.099","Success Stories","/success-stories","Alt bilgi (Footer)","","Karachi, Pakistan","Karaçi, Pakistan"
"success.100","Success Stories","/success-stories","Alt bilgi (Footer)","","Mon–Sat 10:00–19:00 PKT","Pzt–Cmt 10:00–19:00 PKT"
"success.101","Success Stories","/success-stories","Alt bilgi (Footer)","","WhatsApp Us →","WhatsApp’tan yazın →"
"success.102","Success Stories","/success-stories","Alt bilgi (Footer)","","Get Our App","Uygulamamızı İndirin"
"success.103","Success Stories","/success-stories","Alt bilgi (Footer)","","Workforce on the go","İş gücü her yerde yanınızda"
"success.104","Success Stories","/success-stories","Alt bilgi (Footer)","","Approve candidates, track permits & get instant updates.","Adayları onaylayın, izinleri takip edin ve anlık bildirim alın."
"success.105","Success Stories","/success-stories","Alt bilgi (Footer)","","GET IT ON","İNDİRİN"
"success.106","Success Stories","/success-stories","Alt bilgi (Footer)","","DOWNLOAD ON THE","İNDİRİN"
"success.107","Success Stories","/success-stories","Alt bilgi (Footer)","yes","İŞKUR permit No. 1730 · Job seekers are never charged a fee (law No. 4904) · Tax No: 48422122","İŞKUR izin No. 1730 · İş arayanlardan asla ücret alınmaz (4904 sayılı kanun) · Vergi No: 48422122"
"success.108","Success Stories","/success-stories","Alt bilgi (Footer)","","Privacy","Gizlilik Politikası"
"success.109","Success Stories","/success-stories","Alt bilgi (Footer)","","Terms","Kullanım Şartları"
"success.110","Success Stories","/success-stories","Alt bilgi (Footer)","","© 2026 Jobs Admire","© 2026 Jobs Admire"
"success.111","Success Stories","/success-stories","Alt bilgi (Footer)","","JobsAdmire app","JobsAdmire uygulaması"
"success.112","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Room attendants, kitchen porters, laundry","Kat görevlileri, mutfak yardımcıları, çamaşırhane"
"success.113","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Formwork carpenters, steel fixers, welders","Kalıp marangozları, demir bağlama işçileri, kaynakçılar"
"success.114","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Machine operators, packers","Makine operatörleri, paketleyiciler"
"success.115","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Greenhouse and packhouse workers","Sera ve paketleme evi işçileri"
"success.116","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Pickers and forklift operators","Toplayıcılar ve forklift operatörleri"
"success.117","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Cooks, dishwashers, service staff","Aşçılar, bulaşıkçılar, servis personeli"
"success.118","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Housekeeping and pool staff","Kat hizmetleri ve havuz personeli"
"success.119","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Kyrgyzstan","Kırgızistan"
"success.120","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Concrete workers and site labour","Beton işçileri ve şantiye işgücü"
"success.121","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Pakistan","Pakistan"
"success.122","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Textile machine operators","Tekstil makine operatörleri"
"success.123","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","India","Hindistan"
"success.124","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","All sectors","Tüm sektörler"
"success.125","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Hotels & tourism","Otel ve turizm"
"success.126","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Construction","İnşaat"
"success.127","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Factory","Fabrika"
"success.128","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Agriculture","Tarım"
"success.129","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Logistics","Lojistik"
"success.130","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Restaurants","Restoranlar"
"success.131","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Loading from CRM…","CRM'den yükleniyor…"
"success.132","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Live from CRM","CRM'den canlı"
"success.133","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","CRM connected · no approvals published yet","CRM bağlı · henüz yayınlanmış onay yok"
"success.134","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Showing sample data · CRM feed not reachable","Örnek veri gösteriliyor · CRM akışına ulaşılamıyor"
"success.135","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Show fewer approvals","Daha az onay göster"
"success.136","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Show all approvals","Tüm onayları göster"
"success.137","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Hello JobsAdmire, I want to hire workers.","Merhaba JobsAdmire, işçi talebinde bulunmak istiyorum."
"success.138","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","permits approved ·","izin onaylandı ·"
"success.139","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","live from CRM","CRM’den canlı"
"success.140","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","sample data","örnek veri"
"success.141","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Showing all","Tümü gösteriliyor"
"success.142","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Showing","Gösteriliyor"
"success.143","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Approvals are published automatically from the CRM. Each document is watermarked on the page and the name area is blacked out from the redaction boxes stored with the file.","Onaylar CRM’den otomatik olarak yayınlanır. Her belge sayfada filigranlanır ve isim alanı, dosyayla birlikte saklanan karartma kutularıyla karartılır."
"success.144","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Latest approvals","En son onaylar"
"success.145","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Latest —","En son —"
"success.146","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Hide proof ↑","Kanıtı gizle ↑"
"success.147","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","View proof ↓","Kanıtı görüntüle ↓"
"success.148","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","approval documents · swipe · covers","onay belgesi · kaydırın · kapsıyor"
"success.149","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","1 approval document · covers","1 onay belgesi · kapsıyor"
"success.150","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","Approval on file ·","Dosyada onay ·"
"success.151","Success Stories","/success-stories","Onay kayıtları ve sistem mesajları","","workers covered","işçiyi kapsıyor"
"blog.001","Blog","/blog","Menü ve genel etiketler","yes","İŞKUR Licensed · Permit No. 1730","İŞKUR Lisanslı · İzin No. 1730"
"blog.002","Blog","/blog","Menü ve genel etiketler","yes","İŞKUR · 1730","İŞKUR · 1730"
"blog.003","Blog","/blog","Menü ve genel etiketler","","info@jobsadmire.com","info@jobsadmire.com"
"blog.004","Blog","/blog","Menü ve genel etiketler","","Blog","Blog"
"blog.005","Blog","/blog","Menü ve genel etiketler","","Join Our Team","Ekibimize Katılın"
"blog.006","Blog","/blog","Menü ve genel etiketler","","Verify a Representative","Temsilci Doğrulama"
"blog.007","Blog","/blog","Menü ve genel etiketler","","CRM Login","CRM Girişi"
"blog.008","Blog","/blog","Menü ve genel etiketler","","About Us","Hakkımızda"
"blog.009","Blog","/blog","Menü ve genel etiketler","","Hire Workers","İşçi Talebi"
"blog.010","Blog","/blog","Menü ve genel etiketler","","Candidates","Adaylar"
"blog.011","Blog","/blog","Menü ve genel etiketler","","Work Permits","Çalışma İzinleri"
"blog.012","Blog","/blog","Menü ve genel etiketler","","Cost Calculator","Maliyet Hesaplama"
"blog.013","Blog","/blog","Menü ve genel etiketler","","Success Stories","Başarı Hikâyeleri"
"blog.014","Blog","/blog","Menü ve genel etiketler","","Contact Us","İletişim"
"blog.015","Blog","/blog","Menü ve genel etiketler","","Partner With Us","İş Ortağı Olun"
